clean_date,total_articles,positive,neutral,negative,average_confidence,weighted_sentiment,positive_ratio,neutral_ratio,negative_ratio,weighted_ma3,weighted_ma7,sentiment_ma3,sentiment_ma7,momentum,lag1,lag7
2018-10-15,1,0,0,1,0.6089468598365784,-0.6089468598365784,0.0,0.0,1.0,-0.4917836636304855,-0.5083195673567907,-0.4917836636304857,-0.508319567356791,-0.3849410265684128,-0.2240058332681656,-0.9288927316665648
2018-10-21,3,1,1,1,0.7979620893796285,-0.0243632396062215,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.2857719775703217,-0.3806152223121551,-0.28577197757032197,-0.38061522231215533,0.5845836202303569,-0.6089468598365784,-0.9182936549186708
2018-10-22,1,0,0,1,0.938809335231781,-0.938809335231781,0.0,0.0,1.0,-0.5240398115581936,-0.3872523953517278,-0.5240398115581938,-0.3872523953517279,-0.9144460956255596,-0.0243632396062215,-0.892349123954773
2018-10-23,2,0,1,1,0.917661190032959,-0.46015003323555,0.0,0.5,0.5,-0.4744408693578508,-0.4529881143853777,-0.47444086935785096,-0.4529881143853779,0.478659301996231,-0.938809335231781,0.0
2018-10-24,1,1,0,0,0.6721782684326172,0.6721782684326172,1.0,0.0,0.0,-0.2422603666782379,-0.3180707615046274,-0.24226036667823805,-0.3180707615046275,1.1323283016681671,-0.46015003323555,-0.2722432017326355
2018-10-25,1,0,0,1,0.8314365744590759,-0.8314365744590759,0.0,0.0,1.0,-0.2064694464206695,-0.3450762296006792,-0.2064694464206697,-0.3450762296006794,-1.5036148428916931,0.6721782684326172,-0.6423982977867126
2018-10-28,1,0,0,1,0.9540513157844543,-0.9540513157844543,0.0,0.0,1.0,-0.3711032072703042,-0.4493684413887205,-0.3711032072703045,-0.4493684413887206,-0.12261474132537842,-0.8314365744590759,-0.2240058332681656
2018-10-29,1,0,0,1,0.8838595747947693,-0.8838595747947693,0.0,0.0,1.0,-0.8897824883460999,-0.4886416863827478,-0.8897824883461,-0.4886416863827479,0.07019174098968506,-0.9540513157844543,-0.6089468598365784
2018-10-30,1,0,0,1,0.5742413401603699,-0.5742413401603699,0.0,0.0,1.0,-0.8040507435798645,-0.567195700747626,-0.8040507435798646,-0.5671957007476263,0.3096182346343994,-0.8838595747947693,-0.0243632396062215
2018-10-31,1,0,0,1,0.6458398699760437,-0.6458398699760437,0.0,0.0,1.0,-0.7013135949770609,-0.5253429199968064,-0.7013135949770611,-0.5253429199968067,-0.07159852981567383,-0.5742413401603699,-0.938809335231781
2018-11-01,1,0,0,1,0.8751397132873535,-0.8751397132873535,0.0,0.0,1.0,-0.698406974474589,-0.5846271600042069,-0.6984069744745892,-0.5846271600042071,-0.22929984331130981,-0.6458398699760437,-0.46015003323555
2018-11-02,1,0,1,0,0.9490402936935424,0.0,0.0,1.0,0.0,-0.5069931944211323,-0.6806526269231522,-0.5069931944211326,-0.6806526269231524,0.8751397132873535,-0.8751397132873535,0.6721782684326172
2018-11-04,1,0,0,1,0.9218319654464722,-0.9218319654464722,0.0,0.0,1.0,-0.5989905595779418,-0.693566254207066,-0.598990559577942,-0.6935662542070661,-0.9218319654464722,0.0,-0.8314365744590759
2018-11-05,2,0,2,0,0.8126440644264221,0.0,0.0,1.0,0.0,-0.3072773218154906,-0.5572732090950011,-0.3072773218154909,-0.5572732090950013,0.9218319654464722,-0.9218319654464722,-0.9540513157844543
