DATE,NEPSE,
7-Dec-08,754.3,
8-Dec-08,747.7,
10-Dec-08,742.4,
11-Dec-08,743.3,
14-Dec-08,742.0,
15-Dec-08,734.9,
16-Dec-08,729.2,
17-Dec-08,728.9,
18-Dec-08,720.5,
21-Dec-08,708.1,
22-Dec-08,701.6,
23-Dec-08,701.9,
24-Dec-08,705.2,
28-Dec-08,699.2,
29-Dec-08,700.6,
31-Dec-08,695.5,
1-Jan-09,693.8,
4-Jan-09,696.2,
5-Jan-09,691.0,
6-Jan-09,687.6,
7-Jan-09,682.3,
8-Jan-09,674.3,
11-Jan-09,664.0,
12-Jan-09,660.4,
13-Jan-09,659.8,
15-Jan-09,651.2,
18-Jan-09,650.7,
19-Jan-09,647.3,
20-Jan-09,641.1,
21-Jan-09,625.8,
22-Jan-09,609.5,
25-Jan-09,616.2,
26-Jan-09,645.3,
28-Jan-09,658.8,
1-Feb-09,638.5,
2-Feb-09,636.3,
3-Feb-09,636.7,
4-Feb-09,641.6,
5-Feb-09,656.1,
8-Feb-09,671.7,
9-Feb-09,668.8,
10-Feb-09,665.2,
11-Feb-09,663.5,
12-Feb-09,671.5,
15-Feb-09,669.8,
16-Feb-09,673.5,
17-Feb-09,690.3,
19-Feb-09,699.6,
22-Feb-09,704.1,
24-Feb-09,695.9,
26-Feb-09,677.5,
1-Mar-09,676.3,
2-Mar-09,673.7,
3-Mar-09,675.8,
4-Mar-09,673.0,
5-Mar-09,670.7,
8-Mar-09,671.4,
9-Mar-09,671.4,
11-Mar-09,670.2,
12-Mar-09,667.2,
15-Mar-09,669.2,
16-Mar-09,670.9,
17-Mar-09,667.7,
18-Mar-09,667.1,
19-Mar-09,666.6,
22-Mar-09,683.5,
23-Mar-09,676.3,
24-Mar-09,678.0,
25-Mar-09,675.3,
29-Mar-09,669.7,
30-Mar-09,665.7,
31-Mar-09,664.1,
1-Apr-09,665.0,
2-Apr-09,662.0,
5-Apr-09,664.7,
6-Apr-09,663.5,
7-Apr-09,659.5,
8-Apr-09,661.3,
9-Apr-09,660.4,
12-Apr-09,660.2,
13-Apr-09,661.3,
16-Apr-09,662.7,
19-Apr-09,660.0,
20-Apr-09,660.0,
21-Apr-09,659.1,
22-Apr-09,657.3,
23-Apr-09,657.0,
26-Apr-09,649.0,
27-Apr-09,640.2,
28-Apr-09,641.6,
29-Apr-09,643.4,
30-Apr-09,647.8,
3-May-09,642.0,
4-May-09,640.9,
5-May-09,648.6,
6-May-09,651.2,
7-May-09,654.1,
10-May-09,660.4,
11-May-09,659.2,
12-May-09,660.1,
13-May-09,661.6,
14-May-09,661.0,
17-May-09,665.7,
18-May-09,683.9,
19-May-09,678.6,
20-May-09,677.2,
21-May-09,676.6,
24-May-09,688.1,
25-May-09,701.5,
26-May-09,714.7,
27-May-09,739.9,
28-May-09,718.6,
31-May-09,707.9,
1-Jun-09,700.0,
2-Jun-09,703.0,
3-Jun-09,699.6,
4-Jun-09,698.9,
7-Jun-09,685.6,
8-Jun-09,679.7,
9-Jun-09,684.9,
10-Jun-09,686.1,
11-Jun-09,684.4,
14-Jun-09,678.7,
15-Jun-09,676.4,
16-Jun-09,681.8,
17-Jun-09,682.8,
18-Jun-09,683.7,
21-Jun-09,679.2,
22-Jun-09,678.5,
23-Jun-09,671.5,
24-Jun-09,670.3,
25-Jun-09,670.6,
28-Jun-09,666.4,
29-Jun-09,664.0,
30-Jun-09,662.6,
1-Jul-09,661.8,
2-Jul-09,667.4,
5-Jul-09,675.2,
6-Jul-09,676.1,
7-Jul-09,685.6,
8-Jul-09,696.2,
9-Jul-09,702.9,
12-Jul-09,711.1,
13-Jul-09,717.5,
14-Jul-09,743.7,
15-Jul-09,749.1,
16-Jul-09,735.9,
19-Jul-09,734.3,
20-Jul-09,739.0,
21-Jul-09,738.0,
23-Jul-09,737.8,
26-Jul-09,708.1,
27-Jul-09,730.6,
28-Jul-09,729.1,
29-Jul-09,721.5,
30-Jul-09,716.0,
2-Aug-09,704.7,
3-Aug-09,700.2,
4-Aug-09,700.0,
9-Aug-09,693.6,
10-Aug-09,690.3,
11-Aug-09,690.2,
12-Aug-09,717.2,
16-Aug-09,722.0,
17-Aug-09,716.0,
18-Aug-09,715.4,
19-Aug-09,714.4,
20-Aug-09,709.8,
23-Aug-09,702.2,
24-Aug-09,693.3,
25-Aug-09,678.9,
26-Aug-09,682.3,
27-Aug-09,681.5,
30-Aug-09,671.2,
31-Aug-09,661.0,
1-Sep-09,654.6,
2-Sep-09,660.4,
6-Sep-09,662.6,
7-Sep-09,657.5,
8-Sep-09,630.1,
9-Sep-09,620.4,
10-Sep-09,614.8,
13-Sep-09,617.3,
14-Sep-09,628.4,
15-Sep-09,629.9,
16-Sep-09,628.3,
17-Sep-09,628.0,
20-Sep-09,628.9,
22-Sep-09,632.7,
23-Sep-09,630.5,
24-Sep-09,630.6,
4-Oct-09,634.4,
5-Oct-09,636.9,
6-Oct-09,613.2,
7-Oct-09,607.9,
8-Oct-09,604.4,
11-Oct-09,599.3,
12-Oct-09,598.4,
13-Oct-09,598.8,
14-Oct-09,599.5,
15-Oct-09,609.6,
21-Oct-09,601.2,
22-Oct-09,601.2,
25-Oct-09,599.4,
26-Oct-09,595.3,
27-Oct-09,590.4,
28-Oct-09,585.0,
29-Oct-09,578.2,
1-Nov-09,567.1,
2-Nov-09,567.3,
3-Nov-09,571.6,
4-Nov-09,581.6,
5-Nov-09,584.6,
8-Nov-09,587.2,
9-Nov-09,583.1,
10-Nov-09,580.2,
11-Nov-09,576.8,
12-Nov-09,565.9,
15-Nov-09,566.9,
16-Nov-09,561.8,
17-Nov-09,565.0,
18-Nov-09,562.2,
19-Nov-09,563.0,
22-Nov-09,562.1,
23-Nov-09,549.0,
24-Nov-09,543.4,
25-Nov-09,541.6,
26-Nov-09,534.3,
30-Nov-09,528.9,
1-Dec-09,521.8,
3-Dec-09,517.5,
6-Dec-09,519.2,
7-Dec-09,524.2,
8-Dec-09,530.4,
9-Dec-09,537.6,
10-Dec-09,545.7,
13-Dec-09,553.4,
14-Dec-09,554.5,
15-Dec-09,548.6,
16-Dec-09,542.1,
17-Dec-09,539.2,
20-Dec-09,538.7,
21-Dec-09,536.9,
22-Dec-09,541.9,
23-Dec-09,543.6,
24-Dec-09,545.7,
27-Dec-09,545.3,
28-Dec-09,545.7,
29-Dec-09,547.4,
31-Dec-09,548.1,
3-Jan-10,547.0,
4-Jan-10,540.1,
5-Jan-10,536.2,
6-Jan-10,536.6,
7-Jan-10,535.8,
10-Jan-10,535.4,
11-Jan-10,534.3,
12-Jan-10,532.3,
13-Jan-10,530.8,
14-Jan-10,531.0,
17-Jan-10,528.9,
18-Jan-10,524.2,
19-Jan-10,522.1,
20-Jan-10,520.4,
21-Jan-10,518.1,
24-Jan-10,516.8,
25-Jan-10,516.8,
26-Jan-10,513.7,
27-Jan-10,511.7,
28-Jan-10,515.2,
31-Jan-10,512.3,
1-Feb-10,510.1,
2-Feb-10,507.0,
3-Feb-10,502.8,
4-Feb-10,501.4,
7-Feb-10,497.3,
8-Feb-10,489.4,
9-Feb-10,479.7,
10-Feb-10,492.9,
11-Feb-10,497.2,
15-Feb-10,493.0,
16-Feb-10,486.8,
17-Feb-10,485.8,
18-Feb-10,485.1,
1-Mar-10,497.9,
2-Mar-10,503.1,
3-Mar-10,517.0,
4-Mar-10,514.0,
7-Mar-10,504.5,
9-Mar-10,500.7,
10-Mar-10,489.6,
11-Mar-10,486.3,
14-Mar-10,481.2,
16-Mar-10,480.5,
17-Mar-10,477.6,
18-Mar-10,475.8,
22-Mar-10,472.8,
23-Mar-10,469.1,
25-Mar-10,466.1,
28-Mar-10,459.9,
29-Mar-10,454.4,
30-Mar-10,443.7,
31-Mar-10,443.2,
1-Apr-10,452.5,
4-Apr-10,458.1,
5-Apr-10,455.3,
6-Apr-10,449.5,
7-Apr-10,443.9,
8-Apr-10,446.0,
11-Apr-10,443.5,
12-Apr-10,443.7,
13-Apr-10,444.8,
15-Apr-10,449.0,
18-Apr-10,446.1,
19-Apr-10,441.7,
20-Apr-10,438.6,
21-Apr-10,426.5,
22-Apr-10,426.6,
25-Apr-10,423.4,
26-Apr-10,415.5,
27-Apr-10,407.6,
28-Apr-10,405.5,
29-Apr-10,419.3,
9-May-10,413.0,
10-May-10,418.8,
11-May-10,431.6,
12-May-10,449.1,
13-May-10,457.8,
16-May-10,440.5,
17-May-10,440.3,
18-May-10,448.6,
19-May-10,454.1,
20-May-10,462.0,
23-May-10,462.6,
24-May-10,462.6,
25-May-10,482.4,
26-May-10,479.4,
30-May-10,506.3,
31-May-10,490.1,
1-Jun-10,480.0,
2-Jun-10,480.5,
3-Jun-10,482.3,
6-Jun-10,478.6,
7-Jun-10,478.6,
8-Jun-10,482.8,
9-Jun-10,486.6,
10-Jun-10,484.8,
13-Jun-10,480.6,
14-Jun-10,476.7,
15-Jun-10,475.7,
16-Jun-10,475.2,
17-Jun-10,474.6,
20-Jun-10,475.0,
21-Jun-10,468.6,
22-Jun-10,470.4,
23-Jun-10,467.6,
24-Jun-10,463.4,
28-Jun-10,459.5,
29-Jun-10,455.5,
30-Jun-10,455.8,
1-Jul-10,470.9,
4-Jul-10,464.7,
5-Jul-10,460.7,
6-Jul-10,463.2,
7-Jul-10,461.9,
8-Jul-10,460.1,
11-Jul-10,460.0,
12-Jul-10,461.6,
13-Jul-10,464.6,
14-Jul-10,467.3,
15-Jul-10,477.7,
18-Jul-10,468.5,
19-Jul-10,466.3,
20-Jul-10,468.8,
21-Jul-10,472.3,
22-Jul-10,469.3,
25-Jul-10,463.9,
26-Jul-10,461.7,
27-Jul-10,462.0,
28-Jul-10,459.8,
29-Jul-10,461.6,
1-Aug-10,462.5,
2-Aug-10,460.8,
3-Aug-10,460.0,
4-Aug-10,460.9,
5-Aug-10,458.4,
8-Aug-10,459.8,
9-Aug-10,457.4,
10-Aug-10,455.7,
11-Aug-10,456.2,
12-Aug-10,454.7,
15-Aug-10,454.2,
16-Aug-10,453.7,
17-Aug-10,447.2,
18-Aug-10,442.7,
19-Aug-10,442.0,
22-Aug-10,431.2,
23-Aug-10,432.5,
26-Aug-10,432.7,
29-Aug-10,428.9,
30-Aug-10,426.7,
31-Aug-10,421.2,
2-Sep-10,420.5,
5-Sep-10,408.6,
6-Sep-10,412.3,
7-Sep-10,416.0,
8-Sep-10,420.3,
9-Sep-10,414.4,
12-Sep-10,413.5,
13-Sep-10,410.7,
14-Sep-10,410.3,
15-Sep-10,407.2,
16-Sep-10,404.4,
19-Sep-10,402.4,
20-Sep-10,401.7,
21-Sep-10,403.9,
23-Sep-10,404.4,
26-Sep-10,406.4,
27-Sep-10,406.9,
28-Sep-10,403.5,
29-Sep-10,403.5,
30-Sep-10,403.1,
3-Oct-10,402.6,
4-Oct-10,403.7,
5-Oct-10,404.5,
6-Oct-10,406.5,
7-Oct-10,411.8,
10-Oct-10,416.9,
11-Oct-10,419.0,
12-Oct-10,419.7,
13-Oct-10,420.3,
20-Oct-10,421.5,
21-Oct-10,421.1,
24-Oct-10,426.3,
25-Oct-10,426.2,
26-Oct-10,425.0,
27-Oct-10,422.5,
28-Oct-10,424.9,
31-Oct-10,423.9,
1-Nov-10,424.9,
2-Nov-10,423.3,
3-Nov-10,423.2,
4-Nov-10,425.0,
9-Nov-10,423.9,
10-Nov-10,423.7,
11-Nov-10,424.8,
14-Nov-10,423.4,
15-Nov-10,423.6,
16-Nov-10,424.9,
18-Nov-10,425.4,
21-Nov-10,423.4,
22-Nov-10,419.8,
23-Nov-10,419.6,
24-Nov-10,419.1,
25-Nov-10,418.2,
28-Nov-10,417.2,
29-Nov-10,415.7,
30-Nov-10,413.8,
1-Dec-10,412.1,
2-Dec-10,408.9,
5-Dec-10,407.9,
6-Dec-10,403.6,
7-Dec-10,401.8,
8-Dec-10,401.4,
9-Dec-10,398.9,
12-Dec-10,395.4,
13-Dec-10,394.0,
14-Dec-10,393.5,
15-Dec-10,394.2,
16-Dec-10,392.0,
16-Dec-10,392.0,
19-Dec-10,391.0,
20-Dec-10,391.4,
22-Dec-10,394.8,
23-Dec-10,399.5,
26-Dec-10,406.9,
27-Dec-10,407.7,
28-Dec-10,404.2,
29-Dec-10,404.1,
2-Jan-11,400.6,
3-Jan-11,398.0,
4-Jan-11,399.5,
5-Jan-11,400.8,
6-Jan-11,400.4,
9-Jan-11,398.3,
10-Jan-11,399.5,
11-Jan-11,400.7,
12-Jan-11,400.2,
13-Jan-11,402.8,
16-Jan-11,403.1,
17-Jan-11,403.7,
18-Jan-11,403.5,
19-Jan-11,404.4,
20-Jan-11,406.9,
23-Jan-11,406.3,
24-Jan-11,410.3,
31-Jan-11,410.6,
1-Feb-11,410.5,
2-Feb-11,408.0,
3-Feb-11,406.8,
6-Feb-11,413.7,
7-Feb-11,408.5,
8-Feb-11,406.9,
9-Feb-11,405.4,
10-Feb-11,405.0,
13-Feb-11,404.1,
14-Feb-11,403.7,
15-Feb-11,404.5,
16-Feb-11,405.4,
17-Feb-11,408.2,
20-Feb-11,405.2,
21-Feb-11,404.3,
22-Feb-11,401.2,
23-Feb-11,398.5,
24-Feb-11,397.5,
27-Feb-11,394.2,
28-Feb-11,391.7,
1-Mar-11,391.2,
3-Mar-11,395.4,
7-Mar-11,394.1,
9-Mar-11,392.7,
10-Mar-11,389.8,
13-Mar-11,388.3,
14-Mar-11,384.2,
15-Mar-11,376.7,
16-Mar-11,378.8,
17-Mar-11,377.5,
20-Mar-11,377.6,
21-Mar-11,379.5,
22-Mar-11,379.3,
23-Mar-11,377.6,
24-Mar-11,376.7,
27-Mar-11,372.0,
28-Mar-11,364.7,
29-Mar-11,358.0,
30-Mar-11,359.1,
31-Mar-11,365.2,
4-Apr-11,365.0,
5-Apr-11,364.4,
6-Apr-11,364.4,
7-Apr-11,365.5,
10-Apr-11,366.7,
11-Apr-11,365.3,
13-Apr-11,373.2,
17-Apr-11,367.5,
18-Apr-11,365.5,
19-Apr-11,364.3,
20-Apr-11,361.1,
21-Apr-11,358.5,
25-Apr-11,356.9,
26-Apr-11,356.2,
27-Apr-11,350.2,
28-Apr-11,347.7,
2-May-11,344.6,
3-May-11,339.6,
4-May-11,338.9,
5-May-11,339.5,
8-May-11,340.7,
9-May-11,340.8,
10-May-11,344.1,
11-May-11,344.7,
12-May-11,346.4,
15-May-11,349.2,
16-May-11,350.6,
18-May-11,346.9,
19-May-11,344.8,
22-May-11,343.6,
23-May-11,342.1,
24-May-11,341.6,
25-May-11,341.7,
26-May-11,344.5,
30-May-11,342.8,
31-May-11,336.7,
1-Jun-11,335.7,
2-Jun-11,333.8,
5-Jun-11,327.8,
6-Jun-11,323.2,
7-Jun-11,317.5,
8-Jun-11,311.3,
9-Jun-11,308.9,
12-Jun-11,304.1,
13-Jun-11,301.7,
14-Jun-11,297.6,
15-Jun-11,292.3,
16-Jun-11,303.5,
19-Jun-11,319.0,
20-Jun-11,330.8,
21-Jun-11,344.2,
23-Jun-11,364.4,
26-Jun-11,346.8,
27-Jun-11,329.5,
29-Jun-11,332.9,
30-Jun-11,336.7,
3-Jul-11,333.2,
4-Jul-11,333.9,
5-Jul-11,340.8,
6-Jul-11,344.5,
7-Jul-11,341.0,
10-Jul-11,346.0,
11-Jul-11,346.0,
12-Jul-11,352.2,
13-Jul-11,356.4,
14-Jul-11,362.8,
17-Jul-11,378.4,
18-Jul-11,370.1,
19-Jul-11,374.1,
20-Jul-11,380.2,
21-Jul-11,376.6,
24-Jul-11,365.4,
25-Jul-11,360.1,
26-Jul-11,357.3,
27-Jul-11,363.8,
28-Jul-11,363.1,
31-Jul-11,358.8,
1-Aug-11,357.7,
2-Aug-11,357.6,
3-Aug-11,355.9,
4-Aug-11,357.6,
7-Aug-11,353.7,
8-Aug-11,352.2,
9-Aug-11,345.8,
10-Aug-11,352.0,
11-Aug-11,352.7,
15-Aug-11,353.3,
16-Aug-11,353.6,
17-Aug-11,351.0,
18-Aug-11,352.5,
22-Aug-11,349.8,
23-Aug-11,349.7,
24-Aug-11,348.9,
25-Aug-11,346.9,
28-Aug-11,337.1,
29-Aug-11,338.0,
30-Aug-11,339.9,
1-Sep-11,341.7,
4-Sep-11,339.0,
5-Sep-11,336.2,
6-Sep-11,331.8,
7-Sep-11,331.3,
8-Sep-11,329.6,
12-Sep-11,327.0,
13-Sep-11,325.8,
14-Sep-11,319.4,
15-Sep-11,321.2,
18-Sep-11,318.6,
19-Sep-11,317.4,
20-Sep-11,320.1,
21-Sep-11,323.0,
22-Sep-11,327.6,
25-Sep-11,331.6,
26-Sep-11,331.1,
27-Sep-11,331.4,
29-Sep-11,331.4,
2-Oct-11,331.4,
9-Oct-11,331.3,
10-Oct-11,333.5,
12-Oct-11,334.5,
13-Oct-11,333.5,
16-Oct-11,331.6,
17-Oct-11,331.0,
18-Oct-11,329.9,
19-Oct-11,329.7,
20-Oct-11,328.2,
23-Oct-11,326.4,
24-Oct-11,326.8,
25-Oct-11,328.0,
30-Oct-11,327.7,
31-Oct-11,330.2,
2-Nov-11,346.8,
3-Nov-11,343.5,
6-Nov-11,337.9,
8-Nov-11,334.8,
9-Nov-11,332.4,
10-Nov-11,331.8,
13-Nov-11,330.5,
14-Nov-11,330.7,
15-Nov-11,326.9,
16-Nov-11,325.6,
17-Nov-11,329.4,
20-Nov-11,328.2,
21-Nov-11,328.5,
22-Nov-11,327.4,
23-Nov-11,325.3,
24-Nov-11,324.5,
27-Nov-11,324.6,
28-Nov-11,323.3,
29-Nov-11,324.0,
30-Nov-11,324.0,
1-Dec-11,322.8,
4-Dec-11,322.4,
5-Dec-11,321.5,
6-Dec-11,321.2,
7-Dec-11,320.6,
8-Dec-11,320.2,
11-Dec-11,317.7,
12-Dec-11,314.7,
13-Dec-11,313.7,
14-Dec-11,317.4,
15-Dec-11,316.3,
18-Dec-11,313.7,
19-Dec-11,313.5,
20-Dec-11,313.7,
21-Dec-11,313.1,
22-Dec-11,312.9,
26-Dec-11,312.5,
27-Dec-11,313.9,
28-Dec-11,314.2,
29-Dec-11,316.0,
1-Jan-12,318.7,
2-Jan-12,324.4,
3-Jan-12,324.1,
4-Jan-12,319.0,
5-Jan-12,319.6,
8-Jan-12,317.0,
9-Jan-12,317.6,
10-Jan-12,319.6,
11-Jan-12,321.4,
12-Jan-12,323.6,
16-Jan-12,322.2,
17-Jan-12,322.2,
18-Jan-12,320.0,
19-Jan-12,320.6,
22-Jan-12,320.2,
23-Jan-12,317.8,
25-Jan-12,317.6,
26-Jan-12,316.7,
29-Jan-12,316.5,
31-Jan-12,316.0,
1-Feb-12,316.8,
2-Feb-12,316.4,
5-Feb-12,314.7,
6-Feb-12,313.9,
7-Feb-12,313.1,
8-Feb-12,312.4,
9-Feb-12,312.1,
12-Feb-12,311.9,
13-Feb-12,312.8,
14-Feb-12,311.9,
15-Feb-12,311.8,
16-Feb-12,312.1,
21-Feb-12,311.9,
23-Feb-12,312.6,
26-Feb-12,312.5,
27-Feb-12,312.3,
28-Feb-12,314.7,
29-Feb-12,315.1,
1-Mar-12,317.4,
4-Mar-12,315.7,
5-Mar-12,316.4,
6-Mar-12,315.9,
11-Mar-12,315.4,
12-Mar-12,313.8,
13-Mar-12,313.9,
14-Mar-12,313.0,
15-Mar-12,310.8,
18-Mar-12,303.2,
19-Mar-12,302.8,
20-Mar-12,301.6,
21-Mar-12,303.7,
25-Mar-12,302.7,
26-Mar-12,300.8,
27-Mar-12,300.5,
28-Mar-12,300.2,
29-Mar-12,298.9,
1-Apr-12,299.4,
2-Apr-12,301.3,
3-Apr-12,301.7,
4-Apr-12,301.9,
5-Apr-12,302.4,
8-Apr-12,302.9,
9-Apr-12,303.7,
10-Apr-12,306.0,
11-Apr-12,309.2,
12-Apr-12,320.0,
15-Apr-12,337.4,
16-Apr-12,354.5,
17-Apr-12,336.3,
18-Apr-12,347.9,
19-Apr-12,354.8,
22-Apr-12,369.1,
24-Apr-12,388.3,
25-Apr-12,409.4,
26-Apr-12,425.5,
29-Apr-12,423.0,
30-Apr-12,404.7,
2-May-12,384.4,
3-May-12,404.3,
7-May-12,428.4,
8-May-12,432.8,
9-May-12,419.8,
10-May-12,411.4,
13-May-12,390.6,
14-May-12,373.2,
15-May-12,391.9,
16-May-12,412.2,
17-May-12,416.4,
20-May-12,408.6,
21-May-12,414.2,
22-May-12,406.1,
23-May-12,385.7,
24-May-12,398.6,
27-May-12,412.9,
29-May-12,391.9,
30-May-12,373.2,
31-May-12,373.6,
3-Jun-12,391.0,
4-Jun-12,381.6,
5-Jun-12,373.0,
6-Jun-12,365.5,
7-Jun-12,369.8,
10-Jun-12,363.5,
11-Jun-12,366.3,
12-Jun-12,367.9,
13-Jun-12,366.2,
14-Jun-12,364.7,
17-Jun-12,361.0,
18-Jun-12,362.6,
19-Jun-12,361.5,
20-Jun-12,363.5,
21-Jun-12,365.1,
25-Jun-12,375.4,
26-Jun-12,368.5,
27-Jun-12,373.8,
28-Jun-12,377.5,
1-Jul-12,374.5,
2-Jul-12,372.9,
3-Jul-12,374.3,
4-Jul-12,377.2,
5-Jul-12,377.4,
8-Jul-12,377.7,
9-Jul-12,380.1,
10-Jul-12,385.3,
11-Jul-12,384.1,
12-Jul-12,383.5,
15-Jul-12,389.7,
16-Jul-12,384.9,
17-Jul-12,386.0,
18-Jul-12,392.0,
19-Jul-12,395.5,
22-Jul-12,404.8,
23-Jul-12,408.4,
24-Jul-12,406.3,
25-Jul-12,405.0,
26-Jul-12,401.6,
29-Jul-12,396.0,
30-Jul-12,400.6,
31-Jul-12,401.0,
1-Aug-12,402.2,
5-Aug-12,402.9,
6-Aug-12,403.2,
7-Aug-12,404.2,
8-Aug-12,402.5,
12-Aug-12,399.2,
13-Aug-12,399.8,
14-Aug-12,397.2,
15-Aug-12,392.0,
16-Aug-12,398.3,
19-Aug-12,395.7,
21-Aug-12,396.3,
22-Aug-12,396.8,
23-Aug-12,397.5,
26-Aug-12,397.2,
27-Aug-12,405.8,
28-Aug-12,406.2,
29-Aug-12,407.1,
30-Aug-12,405.8,
2-Sep-12,411.9,
3-Sep-12,411.8,
4-Sep-12,409.1,
5-Sep-12,407.4,
6-Sep-12,408.4,
9-Sep-12,407.9,
10-Sep-12,407.4,
11-Sep-12,412.5,
12-Sep-12,414.4,
13-Sep-12,418.9,
16-Sep-12,420.8,
17-Sep-12,422.3,
18-Sep-12,425.5,
19-Sep-12,421.8,
20-Sep-12,420.5,
23-Sep-12,415.2,
24-Sep-12,414.5,
25-Sep-12,414.1,
26-Sep-12,413.7,
27-Sep-12,415.7,
30-Sep-12,415.0,
1-Oct-12,416.9,
2-Oct-12,417.4,
3-Oct-12,417.4,
4-Oct-12,423.5,
7-Oct-12,427.9,
8-Oct-12,426.6,
9-Oct-12,426.2,
10-Oct-12,424.8,
11-Oct-12,424.4,
14-Oct-12,426.6,
15-Oct-12,427.3,
17-Oct-12,433.2,
18-Oct-12,436.7,
30-Oct-12,447.8,
31-Oct-12,451.4,
1-Nov-12,448.0,
4-Nov-12,452.1,
5-Nov-12,458.2,
6-Nov-12,463.4,
7-Nov-12,475.2,
8-Nov-12,482.5,
11-Nov-12,475.5,
12-Nov-12,480.9,
18-Nov-12,492.8,
20-Nov-12,501.5,
21-Nov-12,499.3,
22-Nov-12,497.1,
25-Nov-12,497.4,
26-Nov-12,494.9,
27-Nov-12,493.2,
28-Nov-12,492.8,
29-Nov-12,489.0,
2-Dec-12,483.8,
3-Dec-12,481.9,
4-Dec-12,490.4,
5-Dec-12,499.8,
6-Dec-12,499.8,
9-Dec-12,488.2,
10-Dec-12,487.8,
11-Dec-12,489.1,
12-Dec-12,493.2,
13-Dec-12,497.2,
16-Dec-12,509.2,
17-Dec-12,513.9,
18-Dec-12,510.6,
19-Dec-12,513.9,
20-Dec-12,517.9,
23-Dec-12,519.4,
24-Dec-12,525.5,
26-Dec-12,536.3,
27-Dec-12,540.9,
31-Dec-12,533.9,
1-Jan-13,530.6,
2-Jan-13,531.8,
3-Jan-13,533.5,
6-Jan-13,531.6,
7-Jan-13,529.2,
8-Jan-13,528.7,
9-Jan-13,525.3,
10-Jan-13,528.8,
13-Jan-13,529.7,
15-Jan-13,530.1,
16-Jan-13,528.0,
17-Jan-13,520.8,
20-Jan-13,508.2,
21-Jan-13,518.1,
22-Jan-13,522.5,
23-Jan-13,517.0,
24-Jan-13,514.2,
27-Jan-13,514.4,
28-Jan-13,514.3,
30-Jan-13,511.7,
31-Jan-13,510.7,
3-Feb-13,515.8,
4-Feb-13,516.3,
5-Feb-13,515.1,
6-Feb-13,513.0,
7-Feb-13,513.4,
10-Feb-13,514.6,
12-Feb-13,532.7,
13-Feb-13,526.8,
14-Feb-13,530.0,
17-Feb-13,555.7,
19-Feb-13,548.7,
20-Feb-13,539.1,
21-Feb-13,543.9,
24-Feb-13,538.3,
25-Feb-13,544.0,
26-Feb-13,545.3,
27-Feb-13,540.1,
28-Feb-13,542.3,
3-Mar-13,541.5,
4-Mar-13,540.8,
5-Mar-13,538.1,
6-Mar-13,540.6,
7-Mar-13,538.9,
11-Mar-13,539.3,
13-Mar-13,545.7,
14-Mar-13,548.3,
17-Mar-13,535.1,
18-Mar-13,530.5,
19-Mar-13,532.0,
20-Mar-13,528.3,
21-Mar-13,527.9,
24-Mar-13,519.6,
25-Mar-13,521.9,
27-Mar-13,520.6,
28-Mar-13,518.7,
31-Mar-13,511.4,
1-Apr-13,513.6,
2-Apr-13,518.9,
3-Apr-13,518.0,
4-Apr-13,513.2,
7-Apr-13,515.9,
8-Apr-13,514.8,
9-Apr-13,519.2,
11-Apr-13,523.4,
15-Apr-13,521.4,
16-Apr-13,520.7,
17-Apr-13,519.2,
18-Apr-13,519.0,
21-Apr-13,513.7,
22-Apr-13,504.2,
23-Apr-13,509.0,
25-Apr-13,508.3,
28-Apr-13,505.0,
29-Apr-13,502.3,
30-Apr-13,500.7,
2-May-13,492.9,
5-May-13,488.0,
6-May-13,481.9,
7-May-13,490.4,
8-May-13,486.4,
9-May-13,486.2,
12-May-13,483.4,
13-May-13,488.7,
14-May-13,490.5,
15-May-13,494.5,
16-May-13,500.0,
19-May-13,498.0,
20-May-13,497.6,
21-May-13,500.4,
22-May-13,498.9,
23-May-13,497.0,
26-May-13,499.2,
27-May-13,503.8,
28-May-13,500.8,
30-May-13,500.2,
2-Jun-13,496.8,
3-Jun-13,498.9,
4-Jun-13,498.5,
5-Jun-13,498.3,
6-Jun-13,498.4,
9-Jun-13,497.4,
10-Jun-13,495.9,
11-Jun-13,495.6,
12-Jun-13,495.4,
13-Jun-13,494.4,
16-Jun-13,495.0,
17-Jun-13,493.4,
18-Jun-13,491.1,
19-Jun-13,490.0,
20-Jun-13,488.6,
23-Jun-13,487.6,
24-Jun-13,489.0,
25-Jun-13,494.0,
26-Jun-13,498.1,
27-Jun-13,495.6,
30-Jun-13,493.2,
1-Jul-13,494.4,
2-Jul-13,494.3,
3-Jul-13,494.5,
4-Jul-13,493.7,
7-Jul-13,494.5,
8-Jul-13,501.0,
9-Jul-13,505.7,
10-Jul-13,505.4,
11-Jul-13,506.5,
14-Jul-13,511.2,
15-Jul-13,518.3,
16-Jul-13,509.3,
17-Jul-13,511.6,
18-Jul-13,521.5,
21-Jul-13,535.7,
22-Jul-13,532.9,
23-Jul-13,533.0,
24-Jul-13,529.7,
25-Jul-13,529.1,
28-Jul-13,534.2,
29-Jul-13,539.1,
30-Jul-13,546.0,
31-Jul-13,547.6,
1-Aug-13,546.8,
4-Aug-13,546.6,
5-Aug-13,540.9,
6-Aug-13,542.8,
7-Aug-13,542.4,
8-Aug-13,542.6,
11-Aug-13,539.4,
12-Aug-13,538.5,
13-Aug-13,538.3,
14-Aug-13,537.1,
15-Aug-13,536.4,
18-Aug-13,540.5,
